Datetime,AAPL,GOOG,MSFT
2026-05-18 13:30:00+00:00,299.0150146484375,391.8900146484375,418.177001953125
2026-05-18 13:31:00+00:00,298.6099853515625,391.95001220703125,420.4200134277344
2026-05-18 13:32:00+00:00,297.42498779296875,392.7699890136719,419.0801086425781
2026-05-18 13:33:00+00:00,297.6000061035156,393.4299011230469,417.8399963378906
2026-05-18 13:34:00+00:00,298.0899963378906,394.0400085449219,416.7900085449219
2026-05-18 13:35:00+00:00,298.1101989746094,396.510009765625,417.9700012207031
2026-05-18 13:36:00+00:00,297.7099914550781,397.3699951171875,418.1199951171875
2026-05-18 13:37:00+00:00,298.2699890136719,399.07000732421875,418.364990234375
2026-05-18 13:38:00+00:00,298.8299865722656,400.3349914550781,419.2414855957031
2026-05-18 13:39:00+00:00,298.5924987792969,399.42999267578125,419.18499755859375
2026-05-18 13:40:00+00:00,299.2049865722656,400.0140075683594,419.5299987792969
2026-05-18 13:41:00+00:00,299.2200012207031,399.1050109863281,419.9049987792969
2026-05-18 13:42:00+00:00,298.9100036621094,397.05499267578125,419.2699890136719
2026-05-18 13:43:00+00:00,299.3699951171875,397.9100036621094,419.5799865722656
2026-05-18 13:44:00+00:00,299.17999267578125,396.989990234375,419.760009765625
2026-05-18 13:45:00+00:00,298.6700134277344,395.8013000488281,419.5
